week_number,area_reported,cases_reported
46,Polonnaruwa,8
46,Badulla,2
46,Monaragala,2
46,Ratnapura,12
46,Kegalle,6
47,Colombo,33
47,Gampaha,16
47,Kalutara,0
47,Kandy,0
47,Matale,5
47,NuwaraEliya,9
47,Galle,4
47,Hambantota,3
47,Matara,4
47,Jaffna,10
47,Kilinochchi,0
47,Mannar,0
47,Vavuniya,2
47,Mullaitivu,1
47,Batticaloa,8
47,Ampara,3
47,Trincomalee,0
47,Kalmune,3
47,Kurunegala,40
47,Puttalam,0
47,Anuradhapura,2
47,Polonnaruwa,0
47,Badulla,5
47,Monaragala,4
47,Ratnapura,3
47,Kegalle,2
48,Colombo,65
48,Gampaha,17
48,Kalutara,17
48,Kandy,0
48,Matale,11
48,NuwaraEliya,4
48,Galle,9
48,Hambantota,5
48,Matara,1
48,Jaffna,0
48,Kilinochchi,0
48,Mannar,8
48,Vavuniya,0
48,Mullaitivu,0
48,Batticaloa,10
48,Ampara,4
48,Trincomalee,0
48,Kalmune,10
48,Kurunegala,0
48,Puttalam,0
48,Anuradhapura,4
48,Polonnaruwa,0
48,Badulla,5
48,Monaragala,5
48,Ratnapura,14
48,Kegalle,5
49,Colombo,50
49,Gampaha,22
49,Kalutara,22
49,Kandy,0
49,Matale,0
49,NuwaraEliya,0
49,Galle,10
49,Hambantota,5
49,Matara,0
49,Jaffna,1
49,Kilinochchi,0
49,Mannar,0
49,Vavuniya,0
49,Mullaitivu,0
49,Batticaloa,2
49,Ampara,1
49,Trincomalee,10
49,Kalmune,0
49,Kurunegala,0
49,Puttalam,15
49,Anuradhapura,8
49,Polonnaruwa,3
49,Badulla,2
49,Monaragala,2
49,Ratnapura,1
49,Kegalle,12
50,Colombo,30
50,Gampaha,16
50,Kalutara,31
50,Kandy,19
50,Matale,2
50,NuwaraEliya,1
50,Galle,5
50,Hambantota,5
50,Matara,5
50,Jaffna,3
50,Kilinochchi,2
50,Mannar,4
50,Vavuniya,1
50,Mullaitivu,1
50,Batticaloa,2
50,Ampara,0
50,Trincomalee,7
50,Kalmune,2
50,Kurunegala,20
50,Puttalam,0
50,Anuradhapura,6
50,Polonnaruwa,2
50,Badulla,7
50,Monaragala,0
50,Ratnapura,6
50,Kegalle,4
51,Colombo,34
51,Gampaha,20
51,Kalutara,23
51,Kandy,20
51,Matale,0
51,NuwaraEliya,2
51,Galle,12
51,Hambantota,3
51,Matara,0
51,Jaffna,8
51,Kilinochchi,0
51,Mannar,0
51,Vavuniya,3
51,Mullaitivu,0
51,Batticaloa,5
51,Ampara,0
51,Trincomalee,4
51,Kalmune,2
51,Kurunegala,20
51,Puttalam,0
51,Anuradhapura,7
51,Polonnaruwa,1
51,Badulla,3
51,Monaragala,4
51,Ratnapura,7
51,Kegalle,3
52,Colombo,42
52,Gampaha,24
52,Kalutara,11
52,Kandy,13
52,Matale,4
52,NuwaraEliya,5
52,Galle,7
52,Hambantota,4
52,Matara,4
52,Jaffna,6
52,Kilinochchi,1
52,Mannar,1
52,Vavuniya,2
52,Mullaitivu,1
52,Batticaloa,3
52,Ampara,2
52,Trincomalee,3
52,Kalmune,3
52,Kurunegala,14
52,Puttalam,6
52,Anuradhapura,6
52,Polonnaruwa,2
52,Badulla,4
52,Monaragala,3
52,Ratnapura,5
52,Kegalle,5
